ConfigSett_ID,KeyName,KeyValue,KeyDescription,Module,DateCaptured,CapturerID,perMuni_SetupRequirements
3369,SundryDocument,\InvoiceDocument\,Invoice Document,SCM,2025-05-06 12:54:16.093,1,0
3370,SundryDocument,\InvoiceDocument\,Invoice Document,SCM,2025-05-19 17:57:38.173,1,0
3371,Cashflow,True,Implement GL changes for Cashflow,Ledger,2025-07-16 09:35:57.080,1,0
3372,SundryDocument,\InvoiceDocument\,Invoice Document,SCM,2025-05-19 22:02:50.033,1,0
3373,IsPlatinumCustomer,1,Indicate if the customer is licensed for EMS Platinum,General,2025-05-19 22:02:51.727,2,1
3374,IsNew_Quotation_TemplateRequired,0,This is flag for new email template for RFQ; specifically designed for Joe Gqabi Municipility,SCM,2025-05-19 22:02:51.730,1,1
3375,InternalRequisitionApprovalSetup,True,Internal Requisition Approval Setup,SCM,2025-05-20 01:11:52.580,1,0
3376,SundryDocument,\InvoiceDocument\,Invoice Document,SCM,2025-05-21 18:36:25.683,1,0
3377,SundryDocument,\InvoiceDocument\,Invoice Document,SCM,2025-05-28 18:13:09.280,1,0
3378,SundryDocument,\InvoiceDocument\,Invoice Document,SCM,2025-06-04 20:02:02.233,1,0
3379,SMSReportStatements,https://mu-sms.azurewebsites.net/S/SentStatementSmssByDateTime?,SMS Report For Statements,Billing,2025-06-04 23:43:00.527,1,0
3380,SMSReportCustom,https://mu-sms.azurewebsites.net/S/SentCustomSmssByDateTime?,SMS Report Custom Messages,Billing,2025-06-04 23:43:00.530,1,0
3381,SendEMSSMS,1,Send SMSs from EMS,Billing,2025-06-04 23:43:00.530,1,0
3382,SundryDocument,\InvoiceDocument\,Invoice Document,SCM,2025-06-13 13:24:56.413,1,0
3383,SundryDocument,\InvoiceDocument\,Invoice Document,SCM,2025-06-18 20:51:29.750,1,0
3384,SundryDocument,\InvoiceDocument\,Invoice Document,SCM,2025-06-24 17:52:01.417,1,0
3385,MirrorScoaProject,false,Mirror Scoa Project on GL Postings,Ledger,2025-07-15 17:55:48.153,1,0
3386,SundryDocument,\InvoiceDocument\,Invoice Document,SCM,2025-07-15 17:55:48.450,1,0
3387,SundryDocument,\InvoiceDocument\,Invoice Document,SCM,2025-07-31 18:26:25.467,1,0
3388,SundryDocument,\InvoiceDocument\,Invoice Document,SCM,2025-07-31 19:00:59.483,1,0
3389,SundryDocument,\InvoiceDocument\,Invoice Document,SCM,2025-08-10 20:21:24.323,1,0
3390,SundryDocument,\InvoiceDocument\,Invoice Document,SCM,2025-09-03 12:34:23.047,1,0
3391,SundryDocument,\InvoiceDocument\,Invoice Document,SCM,2025-09-05 13:22:40.043,1,0
3392,UKey,False,Legacy reference visible,SCM,2025-09-10 08:59:28.783,1,0
3393,ShowAccountRefresh,1,Show Refresh Transaction Button on Enquiry,Billing,2025-10-02 19:48:48.207,1,0
3394,SundryDocument,\InvoiceDocument\,Invoice Document,SCM,2025-10-02 19:49:32.233,1,0
3395,SundryDocument,\InvoiceDocument\,Invoice Document,SCM,2025-10-16 20:09:33.487,1,0
3396,VatApportionment,false,VAT apportionment to be enabled for SCM use.,SCM,2025-12-08 22:12:10.373,1,0
3397,ZeroBudgetItemCapture,0,1 = Allow for zero budget item capture,Planning,2025-12-08 22:12:47.070,1,0
3398,VirementApprovalLevel,1,1 = Allow for Virement Approval Levels,Planning,2025-12-08 22:12:47.077,1,0
3399,NumberVirementApprovalLevel,7,Number of Virement Approval Levels,Planning,2025-12-08 22:12:47.077,1,0
3400,VirementStandardPage,0,1 = Use the standard virement page,Planning,2025-12-08 22:12:47.080,1,0
3401,LegacySystem,EMS,"Legacy systems such as SAMRAS, PROMUN",Planning,2025-12-08 22:12:47.090,1,0
3402,RebuildSummaryType,1,"1: Stored Procedure, 2: API",Billing,2025-12-08 22:12:47.093,1,1
3403,BulkCashbookTransactionCount,0,Sets the number of transactions used for Cashbook Bulk Processing,Ledger,2025-12-08 22:12:47.550,1,0
3404,InvoiceDocument,\InvoiceDocument\,Invoice Document,SCM,2025-12-08 22:12:47.867,1,0
3405,ExcludeRPPblocking,0,Check if account has an active repayment plan then pass 0% recovery,Billing,2025-12-08 22:34:12.247,1,0
3406,IncludeTariffCodeInD10,0,"Include TariffCode in D10 entries for Generic Text File statement generation. Set to 1 to include TariffCode, 0 to exclude.",Billing,2025-12-08 22:34:12.250,1,0
3407,UseNewLeaveProcess,0,Use new leave capture pages,Payroll,2025-12-09 21:00:55.660,1,0
3408,CalculateTaxByDaysWorked,0,Use DayBased PAYE Calculation,Payroll,2026-01-07 19:59:15.167,1,0
